fecha_prueba,Negativo,Positivo,IgM e IgG Positivo
3/05/2021,14993144,2088948,405476
3/05/2022,15019967,2089160,405508
3/06/2020,15019969,2089160,405508
3/06/2021,15050041,2092353,405654
3/06/2022,15071755,2093020,405800
3/07/2020,15071757,2093020,405800
3/07/2021,15097972,2094727,406144
3/07/2022,15110206,2096280,406671
3/08/2020,15110209,2096282,406671
3/08/2021,15147842,2097514,406979
3/08/2022,15183887,2106479,410809
3/09/2020,15183893,2106482,410809
3/09/2021,15215265,2107368,411020
3/09/2022,15230665,2108599,411029
3/10/2020,15230668,2108602,411029
3/10/2021,15241261,2108850,411110
3/10/2022,15259642,2109174,411236
3/11/2020,15259811,2109179,411236
3/11/2021,15294699,2110186,411522
3/11/2022,15307380,2110568,411727
3/12/2020,15307673,2110591,411727
3/12/2021,15337507,2111695,411747
3/12/2022,15356666,2119796,415863
30/01/2021,15374292,2122584,415865
30/01/2022,15394113,2129320,417558
30/01/2023,15405195,2129557,417680
30/03/2020,15405196,2129557,417680
30/03/2021,15444916,2137681,417693
30/03/2022,15477701,2138047,417749
30/03/2023,15485443,2138338,417885
30/04/2020,15485444,2138339,417885
30/04/2021,15524048,2143958,417887
30/04/2022,15541851,2144127,417915
30/05/2020,15541869,2144127,417915
30/05/2021,15551371,2145140,417915
30/05/2022,15576586,2145749,418068
30/06/2020,15576592,2145749,418068
30/06/2021,15616423,2148089,418632
30/06/2022,15649636,2152277,419988
30/07/2020,15649636,2152279,419988
30/07/2021,15678842,2153547,420264
30/07/2022,15702556,2161735,422321
30/08/2020,15702556,2161737,422321
30/08/2021,15719946,2162192,422436
30/08/2022,15732365,2163003,422645
30/09/2020,15732386,2163007,422645
30/09/2021,15766356,2163813,422944
30/09/2022,15783376,2164250,423064
30/10/2020,15783429,2164250,423064
30/10/2021,15807117,2164883,423328
30/10/2022,15812947,2164971,423365
30/11/2020,15813161,2164986,423365
30/11/2021,15846390,2166098,423384
30/11/2022,15872471,2176691,427691
30/12/2020,15874844,2176988,427691
30/12/2021,15916644,2180931,428520
30/12/2022,15927729,2182302,429458
31/01/2021,15931870,2183162,429458
31/01/2022,15995139,2203778,434481
31/01/2023,16006198,2203975,434595
31/03/2020,16006199,2203975,434595
31/03/2021,16046947,2212402,434608
31/03/2022,16078218,2212865,434657
31/03/2023,16085327,2213213,434769
31/05/2021,16120507,2217655,434772
31/05/2022,16144583,2218207,434895
31/07/2020,16144584,2218211,434895
31/07/2021,16168946,2219201,435134
31/07/2022,16182131,2223019,436389
31/08/2020,16182132,2223024,436389
31/08/2021,16222944,2224019,436634
31/08/2022,16250866,2226135,437393
31/10/2020,16250908,2226135,437393
31/10/2021,16259341,2226390,437474
31/10/2022,16270497,2226626,437571
31/12/2020,16271748,2226787,437571
31/12/2021,16306796,2230267,437663
31/12/2022,16313561,2231082,438216
4/01/2021,16318579,2231657,438216
4/01/2022,16384210,2245409,441116
4/01/2023,16399312,2246684,441919
4/02/2021,16421461,2251011,441919
4/02/2022,16468280,2261518,444960
4/02/2023,16475924,2261654,445049
4/03/2021,16508226,2266961,445075
4/03/2022,16539337,2267603,445225
4/03/2023,16545152,2267748,445278
4/04/2021,16553613,2270499,445278
4/04/2022,16585292,2270859,445347
4/04/2023,16592920,2271208,445507
4/05/2021,16629019,2276775,445507
4/05/2022,16653570,2276991,445547
4/06/2020,16653582,2276991,445547
4/06/2021,16683730,2280224,445666
4/06/2022,16700335,2280809,445774
4/07/2021,16710433,2281451,445891
4/07/2022,16740690,2286874,446665
4/08/2020,16740691,2286876,446665
4/08/2021,16776294,2288013,446966
4/08/2022,16808014,2295989,450332
4/09/2020,16808014,2295990,450332
4/09/2021,16832833,2296741,450524
4/09/2022,16840340,2297260,450526
4/10/2020,16840342,2297260,450526
4/10/2021,16876271,2298223,450839
4/10/2022,16895118,2298542,450951
4/11/2020,16895225,2298548,450951
4/11/2021,16929030,2299484,451235
4/11/2022,16941561,2299957,451445
4/12/2020,16941816,2299979,451445
4/12/2021,16963473,2300882,451454
4/12/2022,16972299,2304064,453080
5/01/2021,16977292,2304646,453080
5/01/2022,17050136,2322475,456592
5/01/2023,17063939,2323650,457277
5/02/2021,17086341,2328067,457283
5/02/2022,17124788,2336193,459543
5/02/2023,17129298,2336255,459569
5/03/2021,17162343,2341658,459589
5/03/2022,17186964,2342252,459804
5/03/2023,17190244,2342321,459826
5/04/2020,17190245,2342321,459826
5/04/2021,17237769,2354537,459828
5/04/2022,17258955,2354802,459862
5/04/2023,17266041,2355157,459985
5/05/2021,17303285,2360630,459995
5/05/2022,17326102,2360875,460040
5/06/2020,17326104,2360875,460040
5/06/2021,17348992,2363608,460136
5/06/2022,17356545,2363812,460195
5/07/2020,17356547,2363812,460195
5/07/2021,17395724,2366161,460685
5/07/2022,17427714,2371488,460896
5/08/2020,17427715,2371490,460896
5/08/2021,17462128,2372702,461204
5/08/2022,17494581,2380434,463667
5/09/2020,17494581,2380438,463667
5/09/2021,17503561,2380739,463739
5/09/2022,17525360,2382384,463757
5/10/2020,17525368,2382385,463757
5/10/2021,17559928,2383197,464022
5/10/2022,17576180,2383448,464118
5/11/2020,17576331,2383452,464118
5/11/2021,17610279,2384395,464410
5/11/2022,17620246,2384781,464583
5/12/2020,17620948,2384804,464583
5/12/2021,17631205,2385123,464590
5/12/2022,17659170,2397544,470205
6/01/2021,17664700,2398195,470205
6/01/2022,17744794,2418598,474119
6/01/2023,17757439,2419582,474730
6/02/2021,17775320,2423294,474730
6/02/2022,17791597,2426460,475501
6/02/2023,17803131,2426640,475619
6/03/2021,17828808,2431558,475619
6/03/2022,17840564,2431811,475683
6/03/2023,17849810,2432038,475786
6/04/2021,17892302,2441817,475822
6/04/2022,17926251,2442271,475860
6/04/2023,17929843,2442410,475886
6/05/2021,17963781,2447427,475893
6/05/2022,17985412,2447632,475934
6/06/2020,17985413,2447634,475934
6/06/2021,17991843,2448347,475952
6/06/2022,18016866,2449170,476170
6/07/2020,18016867,2449170,476170
6/07/2021,18052989,2451057,476632
6/07/2022,18090271,2457309,478259
6/08/2020,18090272,2457312,478259
6/08/2021,18123039,2458512,478560
6/08/2022,18138143,2463097,478593
6/09/2021,18174523,2464124,478914
6/09/2022,18200330,2465343,479410
6/10/2020,18200334,2465345,479410
6/10/2021,18232865,2466170,479664
6/10/2022,18249520,2466375,479774
6/11/2020,18249615,2466376,479774
6/11/2021,18276469,2467207,480048
6/11/2022,18282018,2467386,480117
6/12/2020,18282043,2467405,480117
6/12/2021,18317123,2468655,480125
6/12/2022,18342832,2479258,485211
7/01/2021,18349602,2479955,485211
7/01/2022,18432521,2502894,489408
7/01/2023,18443609,2503661,489938
7/02/2021,18448544,2505030,489938
7/02/2022,18500748,2514249,492672
7/02/2023,18512282,2514423,492765
7/03/2021,18518255,2515722,492765
7/03/2022,18553693,2516429,492897
7/03/2023,18561770,2516643,492991
7/04/2020,18561771,2516643,492991
7/04/2021,18603269,2525459,493006
7/04/2022,18634165,2525786,493052
7/04/2023,18637237,2525924,493079
7/05/2021,18671568,2530696,493088
7/05/2022,18688786,2530911,493113
7/06/2020,18688788,2530911,493113
7/06/2021,18719148,2534768,493316
7/06/2022,18743046,2535514,493466
7/07/2020,18743050,2535516,493466
7/07/2021,18779310,2537392,493906
7/07/2022,18815874,2543328,495974
7/08/2020,18815875,2543330,495974
7/08/2021,18841704,2544277,496278
7/08/2022,18854827,2547091,497348
7/09/2020,18854829,2547094,497348
7/09/2021,18889995,2547988,497607
7/09/2022,18914976,2549154,498130
7/10/2020,18914987,2549156,498130
7/10/2021,18948297,2550006,498397
7/10/2022,18963614,2550243,498484
7/11/2020,18963701,2550248,498484
7/11/2021,18975557,2550612,498591
7/11/2022,18990329,2551424,498962
7/12/2020,18991067,2551461,498962
7/12/2021,19026010,2552659,498979
7/12/2022,19049306,2561704,503227
8/01/2021,19055492,2562487,503227
8/01/2022,19123233,2584935,507251
8/01/2023,19128929,2585317,507446
8/02/2021,19152474,2590924,507471
8/02/2022,19200279,2597876,509285
8/02/2023,19210719,2598029,509350
8/03/2021,19245312,2604961,509366
8/03/2022,19278028,2605590,509457
8/03/2023,19285628,2605784,509528
8/04/2020,19285630,2605785,509528
8/04/2021,19324618,2614498,509534
8/04/2022,19353052,2614838,509576
8/04/2023,19358742,2615105,509700
8/05/2020,19358742,2615106,509700
8/05/2021,19384706,2619213,509700
8/05/2022,19392772,2619301,509713
8/06/2020,19392783,2619302,509713
8/06/2021,19425639,2622398,509844
8/06/2022,19449802,2623252,510047
8/07/2020,19449803,2623252,510047
8/07/2021,19484477,2624979,510428
8/07/2022,19522334,2631033,512433
8/08/2020,19522337,2631034,512433
8/08/2021,19531377,2631414,512535
8/08/2022,19570195,2640139,516176
8/09/2020,19570195,2640140,516176
8/09/2021,19604128,2640948,516441
8/09/2022,19626837,2641917,516818
8/10/2020,19626851,2641918,516818
8/10/2021,19640581,2642322,516923
8/10/2022,19648126,2642443,516949
8/11/2020,19648140,2642448,516949
8/11/2021,19683814,2643716,517306
8/11/2022,19698597,2644468,517687
8/12/2020,19698719,2644479,517687
8/12/2021,19714194,2645019,517696
8/12/2022,19724980,2648584,519656
9/01/2021,19729860,2649309,519656
9/01/2022,19756110,2658091,522203
9/01/2023,19771546,2659112,522846
9/02/2021,19795904,2664290,522860
9/02/2022,19843171,2670449,524571
9/02/2023,19853236,2670598,524641
9/03/2021,19887435,2676677,524647
9/03/2022,19921631,2677238,524780
9/03/2023,19929321,2677451,524836
9/04/2020,19929365,2677451,524836
9/04/2021,19968453,2685984,524856
9/04/2022,19991015,2686174,524879
9/04/2023,19994134,2686280,524899
9/05/2020,19994135,2686280,524899
9/05/2021,20000368,2687281,524899
9/05/2022,20027052,2687610,524971
9/06/2021,20059370,2690570,525054
9/06/2022,20082026,2691437,525268
9/07/2020,20082028,2691438,525268
9/07/2021,20113699,2693102,525628
9/07/2022,20142614,2698324,527305
9/08/2020,20142614,2698325,527305
9/08/2021,20179943,2699685,527679
9/08/2022,20214648,2706570,530765
9/09/2020,20214654,2706573,530765
9/09/2021,20247129,2707428,531029
9/09/2022,20268985,2708290,531447
9/10/2020,20268996,2708292,531447
9/10/2021,20292239,2709021,531611
9/10/2022,20300240,2709110,531631
9/11/2020,20300508,2709144,531631
9/11/2021,20334715,2710194,531904
9/11/2022,20349223,2710996,532311
9/12/2020,20349651,2711033,532311
9/12/2021,20384319,2712227,532325
9/12/2022,20395338,2715980,534201
