fecha_prueba,Negativo,IgG Positivo,IgM e IgG Positivo,IgM Positivo
2022-04-23,13067381,2462831,1749477,449587
2022-04-26,13067382,2462835,1749477,449587
2022-04-27,13067382,2462838,1749477,449587
2022-04-28,13067382,2462841,1749477,449587
2022-04-29,13067383,2462843,1749477,449587
2022-04-30,13067384,2462843,1749477,449587
2022-05-01,13067390,2462845,1749477,449587
2022-05-02,13067392,2462855,1749479,449588
2022-05-04,13067397,2462859,1749480,449588
2022-05-05,13067398,2462860,1749480,449588
2022-05-06,13067399,2462861,1749480,449588
2022-05-07,13067401,2462862,1749480,449588
2022-05-08,13067408,2462863,1749480,449588
2022-05-14,13067409,2462864,1749480,449588
2022-05-16,13067411,2462864,1749480,449588
2022-05-17,13067421,2462866,1749480,449588
2022-05-18,13067422,2462867,1749480,449588
2022-05-19,13067436,2462867,1749480,449588
2022-05-20,13067442,2462868,1749480,449588
2022-05-21,13067446,2462869,1749480,449588
2022-05-22,13067448,2462869,1749480,449588
2022-05-23,13067470,2462869,1749480,449588
2022-05-24,13067480,2462869,1749480,449588
2022-05-25,13067490,2462870,1749480,449588
2022-05-26,13067493,2462871,1749480,449588
2022-05-27,13067497,2462872,1749480,449588
2022-05-28,13067498,2462872,1749480,449588
2022-05-29,13067499,2462872,1749480,449588
2022-05-30,13067506,2462872,1749480,449588
2022-05-31,13067511,2462873,1749480,449588
2022-06-01,13067515,2462875,1749482,449589
2022-06-02,13067515,2462876,1749482,449589
2022-06-04,13067515,2462877,1749482,449590
2022-06-06,13067532,2462878,1749482,449590
2022-06-07,13067535,2462878,1749482,449590
2022-06-08,13067536,2462878,1749482,449590
2022-06-13,13067543,2462879,1749482,449590
2022-06-14,13067561,2462881,1749482,449590
2022-06-15,13067617,2462982,1749482,449590
2022-06-16,13067636,2462986,1749484,449590
2022-06-17,13067638,2462989,1749484,449590
2022-06-18,13067639,2462989,1749484,449590
2022-06-20,13067651,2462990,1749484,449590
2022-06-21,13067658,2462990,1749484,449590
2022-06-22,13067662,2462992,1749484,449590
2022-06-23,13067703,2462995,1749484,449590
2022-06-24,13067719,2462995,1749484,449590
2022-06-25,13067734,2462995,1749484,449590
2022-06-26,13067735,2462995,1749484,449590
2022-06-27,13067742,2462998,1749484,449590
2022-06-28,13067750,2463000,1749484,449590
2022-06-29,13067753,2463000,1749484,449590
2022-06-30,13067764,2463004,1749485,449590
2022-07-01,13067771,2463008,1749486,449590
2022-07-02,13067772,2463012,1749493,449590
2022-07-05,13067773,2463012,1749493,449590
2022-07-06,13067776,2463012,1749493,449590
2022-07-07,13067777,2463013,1749493,449590
2022-07-13,13067789,2463015,1749493,449590
2022-07-14,13067814,2463015,1749493,449590
2022-07-15,13067835,2463017,1749494,449590
2022-07-16,13067844,2463017,1749496,449590
2022-07-17,13067845,2463017,1749496,449590
2022-07-18,13067854,2463017,1749501,449591
2022-07-19,13067865,2463020,1749507,449591
2022-07-20,13067880,2463020,1749510,449591
2022-07-21,13067894,2463020,1749510,449591
2022-07-22,13067929,2463020,1749510,449591
2022-07-23,13067944,2463020,1749511,449591
2022-07-24,13067945,2463020,1749511,449591
2022-07-25,13067975,2463020,1749511,449591
2022-07-26,13067999,2463020,1749511,449591
2022-07-27,13068020,2463020,1749511,449591
2022-07-28,13068021,2463020,1749511,449591
2022-07-29,13068024,2463020,1749511,449591
2022-07-30,13068030,2463020,1749511,449591
2022-07-31,13068032,2463020,1749511,449591
2022-08-01,13068034,2463022,1749512,449591
2022-08-02,13068044,2463024,1749516,449591
2022-08-04,13068045,2463025,1749516,449591
2022-08-05,13068046,2463025,1749516,449591
2022-08-06,13068060,2463025,1749516,449591
2022-08-07,13068067,2463027,1749516,449591
2022-08-08,13068073,2463028,1749516,449591
2022-09-02,13068073,2463028,1749523,449591
2022-09-04,13068074,2463029,1749524,449591
2022-09-05,13068074,2463030,1749524,449591
2022-09-06,13068086,2463079,1749525,449591
2022-09-07,13068093,2463079,1749526,449591
2022-09-08,13068103,2463079,1749526,449591
2022-10-01,13068175,2463109,1749532,449592
2022-10-02,13068175,2463111,1749534,449592
2022-10-03,13068175,2463112,1749534,449592
2022-10-05,13068176,2463113,1749534,449592
2022-10-06,13068187,2463114,1749534,449592
2022-10-08,13068194,2463114,1749534,449592
2022-11-01,13068200,2463116,1749537,449592
2022-11-02,13068201,2463117,1749540,449592
2022-11-04,13068203,2463118,1749540,449592
2022-11-06,13068204,2463118,1749540,449592
2022-11-07,13068228,2463119,1749540,449592
2022-11-08,13068239,2463119,1749540,449592
2022-12-01,13068245,2463122,1749551,449592
2022-12-02,13068245,2463124,1749557,449592
2022-12-04,13068245,2463127,1749557,449592
2022-12-05,13068246,2463131,1749557,449592
2022-12-07,13068252,2463132,1749562,449592
